chr6:41286601-41286824	chr6:41301419-41301724
chr8:96903752-96903767	chr8:97177762-97178066
chr11:131737647-131737928	chr11:131996641-131997035
chr17:76356993-76357093	chr17:76384421-76384943
chr17:76357167-76357466	chr17:76384421-76384943
chr1:181056649-181057124	chr1:181110732-181111003
chr13:100310859-100311153	chr13:100886726-100886738
chr9:102028850-102028967	chr9:102569580-102569664
chr16:81831837-81832216	chr16:81842710-81842821
chr17:48942663-48943085	chr17:49027288-49027482
chr1:208081540-208081662	chr1:208136912-208137268
chr3:121820083-121820229	chr3:122074989-122075000
chr3:121820339-121820854	chr3:122074989-122075000
chr6:159461134-159461312	chr6:159525207-159525384
chr6:53036859-53037076	chr6:53297739-53297913
chr6:53036859-53037076	chr6:53304487-53304630
chr2:11970136-11970284	chr2:12007087-12007328
chr2:11970305-11970612	chr2:12007087-12007328
chr12:90274602-90274800	chr12:90344392-90344531
chr14:55035984-55036343	chr14:55109619-55109800
chr22:23520668-23520822	chr22:23624437-23624690
chr1:23903714-23904323	chr1:23961555-23961694
chr11:9556408-9556424	chr11:9770028-9770265
chr1:28417819-28418026	chr1:28495580-28496044
chr1:28417819-28418026	chr1:28496557-28496804
chr12:52418719-52418897	chr12:52512288-52512603
chr12:52419301-52419935	chr12:52512288-52512603
chr7:5571351-5571818	chr7:5598432-5598800
chr7:5571967-5572766	chr7:5598432-5598800
chr14:25131991-25132384	chr14:25148998-25149284
chr1:204422279-204422591	chr1:204430759-204431008
chr4:164471489-164471679	chr4:164584876-164585423
chr8:128176067-128176333	chr8:128219153-128219489
chr2:46593968-46594050	chr2:46689045-46689341
chr6:42228452-42228568	chr6:42515407-42515543
chr6:42228452-42228568	chr6:42515662-42516014
chr1:918449-918555	chr1:936652-937138
chr3:143150255-143150584	chr3:143363444-143363621
chr9:100685565-100685605	chr9:100880203-100880431
chr3:141032180-141032338	chr3:141173878-141174028
chr3:141032180-141032338	chr3:141174545-141175038
chr17:27966112-27966641	chr17:28258246-28258478
chr20:2188631-2188805	chr20:2329862-2330147
chr20:2189150-2189298	chr20:2329862-2330147
chr20:2189828-2190037	chr20:2329862-2330147
chr15:72133892-72134113	chr15:72448533-72448632
chr11:128159118-128159435	chr11:128498611-128498879
chr11:128161831-128162042	chr11:128498611-128498879
chr20:30249247-30249862	chr20:30305141-30305549
chr8:105342972-105343307	chr8:105374220-105374445
chr6:155649228-155649931	chr6:155850166-155850642
chr7:129469996-129470292	chr7:129650131-129650429
chr11:117679991-117680281	chr11:117817562-117817842
chr10:45461456-45461865	chr10:45470476-45470795
chr10:45461973-45462312	chr10:45470476-45470795
chr5:139070074-139070356	chr5:139145441-139145496
chr10:64413068-64413194	chr10:64441011-64441399
chr6:30789955-30790218	chr6:30845366-30845734
chr16:84545075-84545257	chr16:84631160-84631348
chr16:84545075-84545257	chr16:84631583-84631836
chr12:121021309-121021477	chr12:121497390-121497638
chr12:121021309-121021477	chr12:121498035-121498283
chr3:185450719-185450896	chr3:185484664-185484670
chr19:5322399-5322569	chr19:5578316-5578496
chr11:65894211-65894464	chr11:65905081-65905308
chr9:114774761-114774976	chr9:114790932-114791388
chr1:86937029-86937314	chr1:86968505-86968764
chr1:204098794-204099127	chr1:204332438-204332553
chr16:57622732-57623027	chr16:57680678-57681373
chr16:57622732-57623027	chr16:57682541-57682687
chr3:50610940-50611501	chr3:50650716-50650897
chr1:241775803-241776227	chr1:241790752-241791037
chr4:185204289-185204819	chr4:185230857-185231140
chr4:185204289-185204819	chr4:185231317-185231632
chr19:15202796-15202947	chr19:15666666-15666804
chr10:72027304-72027694	chr10:72124245-72124646
chr17:38759098-38759390	chr17:38770839-38771096
chr17:38759098-38759390	chr17:38771553-38771985
chr15:63765155-63765456	chr15:63779413-63779517
chr15:63766170-63766327	chr15:63779413-63779517
chr2:38212559-38212760	chr2:38341642-38341844
chr2:38212559-38212760	chr2:38342911-38343198
chr8:143533998-143534621	chr8:143553509-143553834
chr8:143534907-143535056	chr8:143553509-143553834
chr6:11586757-11587121	chr6:12233796-12234233
chr6:11586757-11587121	chr6:12234649-12234812
chr17:1973596-1973991	chr17:1986889-1987344
chr1:118197244-118197521	chr1:118206889-118207267
chr1:160677742-160679048	chr1:160737478-160737714
chr6:2849123-2849376	chr6:2932472-2932683
chr8:72741414-72742172	chr8:72917567-72918022
chr6:138029722-138029945	chr6:138261431-138261678
chr20:60875997-60876347	chr20:60956313-60956720
chr20:60875997-60876347	chr20:60956743-60957219
chr12:125405622-125405939	chr12:125424077-125424667
chr12:125405622-125405939	chr12:125425237-125425455
chr3:10234749-10235085	chr3:10266595-10266861
chr19:3344211-3344472	chr19:3428769-3429112
chr5:139031397-139032095	chr5:139145441-139145496
chr2:85956315-85956539	chr2:86028467-86028607
chr17:29886835-29887094	chr17:30170148-30170249
chr17:29887922-29888057	chr17:30170148-30170249
chr9:134520641-134520893	chr9:134613837-134614689
chr10:96943397-96943661	chr10:97120063-97120328
chr19:383028-383243	chr19:510583-510951
chr19:384369-384669	chr19:510583-510951
chr20:4742297-4742542	chr20:4931181-4931354
chr7:134117156-134117311	chr7:134287776-134287871
chr22:23226163-23226651	chr22:23277682-23278181
chr10:63803306-63803648	chr10:64004719-64005076
chr17:38463315-38463694	chr17:38509274-38509600
chr17:38464298-38464708	chr17:38509274-38509600
chr4:185189434-185189785	chr4:185201876-185202105
chr19:40283749-40284047	chr19:40315090-40315548
chr5:14108761-14108933	chr5:14208730-14209007
chr5:14109130-14109647	chr5:14208730-14209007
chr9:131936354-131936600	chr9:132372165-132372686
chr9:131936354-131936600	chr9:132373475-132373922
chr9:131937094-131937487	chr9:132372165-132372686
chr9:131937094-131937487	chr9:132373475-132373922
chr9:5459353-5459726	chr9:5494240-5494600
chr9:5460253-5460626	chr9:5494240-5494600
chr6:166689031-166689408	chr6:166795008-166795404
chr7:5598432-5598800	chr7:5740810-5741077
chr21:34746472-34746562	chr21:34818143-34818502
chr21:34746676-34747085	chr21:34818143-34818502
chr19:13094405-13094796	chr19:13140737-13141121
chr2:75063027-75063135	chr2:75103488-75103536
chrX:129216343-129216741	chrX:129255072-129255259
chr13:99922932-99923366	chr13:100084902-100085483
chr13:99922932-99923366	chr13:100086366-100087191
chr9:134531700-134532321	chr9:134613837-134614689
chr9:134532379-134532786	chr9:134613837-134614689
chr19:4567148-4567365	chr19:4636294-4636441
chr19:4567864-4568201	chr19:4636294-4636441
chr11:1543133-1543339	chr11:1595832-1596187
chr12:54141936-54142097	chr12:54149784-54149995
chr12:54141936-54142097	chr12:54150655-54151094
chr6:27145585-27145720	chr6:27759985-27760333
chr6:27145729-27146130	chr6:27759985-27760333
chr2:11970136-11970284	chr2:12856062-12856442
chr14:100448901-100449138	chr14:100659173-100659604
chr7:37023926-37024076	chr7:37221797-37222057
chr13:49136516-49136688	chr13:49153192-49153804
chr14:72985924-72986043	chr14:73373247-73373392
chr2:113384986-113385271	chr2:113448371-113448563
chr2:113384986-113385271	chr2:113448603-113448987
chr10:6056574-6056729	chr10:6114381-6114875
chr8:22562170-22562986	chr8:22573211-22573477
chr10:12306536-12306777	chr10:12527553-12527985
chr8:103597495-103597662	chr8:103825525-103825897
chr12:89445842-89446070	chr12:89856198-89856331
chr1:209921200-209921357	chr1:209930112-209930553
chr5:137785775-137785891	chr5:137799770-137800154
chr5:137785775-137785891	chr5:137800317-137800564
chr9:140189199-140189592	chr9:140312019-140312179
chr6:30796195-30796565	chr6:30845366-30845734
chr5:139015811-139016118	chr5:139070074-139070356
chr5:139017086-139017541	chr5:139070074-139070356
chr1:221927550-221927769	chr1:221950157-221950602
chr1:221927550-221927769	chr1:221951076-221951724
chr7:28520361-28520389	chr7:28548927-28549168
chr7:28520361-28520389	chr7:28549355-28549638
chr2:68348276-68348601	chr2:68668395-68668537
chr6:12291396-12291672	chr6:12602673-12603131
chr19:10515339-10515636	chr19:10526573-10526793
chr19:10515339-10515636	chr19:10529596-10529758
chr19:10516279-10516445	chr19:10526573-10526793
chr19:10516279-10516445	chr19:10529596-10529758
chr19:10517647-10518072	chr19:10526573-10526793
chr19:10517647-10518072	chr19:10529596-10529758
chr12:54690191-54690205	chr12:54754477-54754933
chr11:63605376-63605474	chr11:63712623-63712721
chr17:25571981-25572190	chr17:25680204-25680481
chr17:25571981-25572190	chr17:25680632-25681097
chr17:25572576-25572861	chr17:25680204-25680481
chr17:25572576-25572861	chr17:25680632-25681097
chr6:27740489-27740807	chr6:27862895-27863061
chr6:27740489-27740807	chr6:27863298-27863662
chr20:55973445-55973831	chr20:56055964-56056165
chr1:57297629-57297838	chr1:58627790-58628022
chr17:33640144-33640597	chr17:33863726-33864140
chr17:33640144-33640597	chr17:33867743-33868178
chr17:33640144-33640597	chr17:33868194-33868343
chr1:41981831-41982007	chr1:42334608-42334670
chr19:45931993-45932316	chr19:45943163-45943490
chr12:12161273-12161524	chr12:12185852-12185959
chr12:12162075-12162513	chr12:12185852-12185959
chr1:65701792-65701883	chr1:65924548-65924883
chr16:87810498-87810587	chr16:87899593-87899990
chr16:87810498-87810587	chr16:87901718-87902209
chr16:87810498-87810587	chr16:87904170-87904524
chr16:87811234-87811383	chr16:87899593-87899990
chr16:87811234-87811383	chr16:87901718-87902209
chr16:87811234-87811383	chr16:87904170-87904524
chr16:87811524-87811882	chr16:87899593-87899990
chr16:87811524-87811882	chr16:87901718-87902209
chr16:87811524-87811882	chr16:87904170-87904524
chr16:87812654-87813065	chr16:87899593-87899990
chr16:87812654-87813065	chr16:87901718-87902209
chr16:87812654-87813065	chr16:87904170-87904524
chr16:87814047-87814397	chr16:87899593-87899990
chr16:87814047-87814397	chr16:87901718-87902209
chr16:87814047-87814397	chr16:87904170-87904524
chr9:13034069-13034552	chr9:13088815-13089048
chr1:159794345-159794712	chr1:159859603-159860031
chr14:96565122-96565402	chr14:96739430-96739734
chr1:28417819-28418026	chr1:28500052-28500411
chr5:153955712-153955778	chr5:153990009-153990256
chr17:38752603-38752740	chr17:38771553-38771985
chr17:38754136-38754450	chr17:38771553-38771985
chr17:38754802-38755132	chr17:38771553-38771985
chr17:38755372-38755931	chr17:38771553-38771985
chr6:27759985-27760333	chr6:27862895-27863061
chr6:27759985-27760333	chr6:27863298-27863662
chr9:130718218-130718307	chr9:130743802-130743907
chr5:42994649-42995346	chr5:43105884-43106284
chr17:25566194-25566546	chr17:25676124-25676302
chr1:221916049-221916599	chr1:221950157-221950602
chr1:221916049-221916599	chr1:221951076-221951724
chr4:40187874-40187932	chr4:40307617-40307917
chr12:125052829-125053041	chr12:125165952-125166242
chr21:46372506-46372851	chr21:46549530-46549961
chr21:46372506-46372851	chr21:46550297-46550615
chr6:33129390-33129479	chr6:33216178-33216307
chr18:55710685-55710979	chr18:55803829-55804070
chr13:114909493-114909678	chr13:114991757-114991940
chr15:67373443-67373710	chr15:67383217-67384219
chr16:85855311-85855450	chr16:85933693-85934060
chr14:22855094-22855648	chr14:23024731-23024775
chrX:52949996-52950343	chrX:52964244-52964539
chr12:105815131-105815436	chr12:106529993-106530447
chr7:50246074-50246259	chr7:50484533-50484862
chr5:149838456-149838698	chr5:149902198-149902484
chr5:149840923-149841036	chr5:149902198-149902484
chr7:75920543-75920716	chr7:75934206-75934543
chr20:44001576-44001658	chr20:44062032-44062200
chr6:37018897-37019476	chr6:37178650-37178811
chr6:37019695-37020025	chr6:37178650-37178811
chr10:63663540-63663817	chr10:63703432-63703559
chr14:65636145-65636439	chr14:65673021-65673400
chr12:723643-724040	chr12:860254-860664
chr20:30191850-30192346	chr20:30200712-30201016
chr1:55411305-55411465	chr1:55461514-55461717
chr17:38718108-38719166	chr17:38754802-38755132
chr17:38718108-38719166	chr17:38755372-38755931
chr17:38719281-38720198	chr17:38754802-38755132
chr17:38719281-38720198	chr17:38755372-38755931
chr11:117675861-117676013	chr11:117687155-117687422
chr11:117679991-117680281	chr11:117687155-117687422
chr2:39695061-39695250	chr2:39719153-39719730
chr2:85151844-85152193	chr2:85242321-85242336
chr2:85154234-85154422	chr2:85242321-85242336
chr20:30148718-30149081	chr20:30200712-30201016
chr20:30158598-30158945	chr20:30200712-30201016
chr20:30161920-30162316	chr20:30200712-30201016
chr1:151941985-151942109	chr1:151973450-151973865
chr1:151943125-151943453	chr1:151973450-151973865
chr10:103600514-103600739	chr10:103648556-103648892
chr3:129346331-129346490	chr3:129543558-129543741
chr19:44249305-44249426	chr19:44281170-44281414
chr19:44249305-44249426	chr19:44281524-44282142
chr19:44249305-44249426	chr19:44283400-44283793
chr19:44249305-44249426	chr19:44284114-44284247
chr21:39591082-39591262	chr21:39722623-39722941
chr21:39591082-39591262	chr21:39723755-39724311
chr21:39591082-39591262	chr21:39724680-39725061
chr21:39592191-39592578	chr21:39722623-39722941
chr21:39592191-39592578	chr21:39723755-39724311
chr21:39592191-39592578	chr21:39724680-39725061
chr1:234623892-234624100	chr1:234635806-234635989
chr8:17583613-17583759	chr8:17769259-17769486
chr17:25572576-25572861	chr17:25676124-25676302
chr3:128952340-128952748	chr3:128964355-128964687
chr3:128954316-128954512	chr3:128964355-128964687
chr20:34790985-34791133	chr20:34803190-34803436
chr17:62773066-62773435	chr17:62958497-62958860
chr11:57224938-57225034	chr11:57406709-57407290
chr22:41079087-41079368	chr22:41294862-41295130
chr17:34400015-34400366	chr17:34476074-34476083
chr19:6516969-6517178	chr19:6738802-6739114
chr4:38763336-38763500	chr4:38857753-38857899
chr4:38763336-38763500	chr4:38859134-38859762
chr5:169696407-169697161	chr5:169763244-169763483
chr5:169696407-169697161	chr5:169764143-169764665
chr5:169699018-169699635	chr5:169763244-169763483
chr5:169699018-169699635	chr5:169764143-169764665
chr11:45864713-45865116	chr11:45873552-45873871
chr6:136965409-136965459	chr6:137109342-137109643
chr10:64371344-64371453	chr10:64441011-64441399
chr8:128193341-128193750	chr8:128219153-128219489
chr7:130581597-130582393	chr7:130692586-130692952
chr2:189957665-189957918	chr2:190276650-190276899
chr17:74117633-74117738	chr17:74258854-74259227
chr6:27655152-27655475	chr6:27759985-27760333
chr6:27655687-27656083	chr6:27759985-27760333
chr20:61687989-61688195	chr20:61810748-61810860
chr12:12164191-12164556	chr12:12185852-12185959
chr12:110540205-110540443	chr12:110682622-110683080
chr13:48907859-48907955	chr13:49153192-49153804
chr13:48907859-48907955	chr13:49154464-49154790
chr13:48907859-48907955	chr13:49155067-49155378
chr1:192446152-192446393	chr1:192577525-192577907
chr1:192446152-192446393	chr1:192578246-192578789
chr7:104584670-104585063	chr7:104597631-104597869
chr21:34733678-34734189	chr21:34818143-34818502
chr1:109104473-109104583	chr1:109188271-109188477
chr18:60809118-60809336	chr18:60821911-60821964
chr18:60809118-60809336	chr18:60822300-60822488
chrX:12968289-12968795	chrX:13110635-13111008
chrX:12969061-12969258	chrX:13110635-13111008
chrX:12969360-12969905	chrX:13110635-13111008
chr10:4891874-4892173	chr10:5336164-5336286
chr16:8615559-8615931	chr16:8976100-8976296
chr10:14647138-14647588	chr10:14689846-14690850
chr3:128335495-128335812	chr3:128564550-128565114
chr3:128335495-128335812	chr3:128565439-128565717
chr3:128336521-128336831	chr3:128564550-128565114
chr3:128336521-128336831	chr3:128565439-128565717
chr17:8029074-8029494	chr17:8041932-8042438
chr17:8029634-8030116	chr17:8041932-8042438
chr16:57635822-57636272	chr16:57680678-57681373
chr16:57635822-57636272	chr16:57682541-57682687
chr2:232478392-232478857	chr2:232580827-232581056
chr15:40337433-40337595	chr15:40397040-40397227
chr15:40337433-40337595	chr15:40397293-40397725
chr11:117693971-117694128	chr11:117817562-117817842
chr10:106096287-106096870	chr10:106109390-106109845
chr16:11422424-11422652	chr16:11448700-11449053
chr7:116232713-116233127	chr7:116452966-116453226
chr2:47213827-47213985	chr2:47540250-47540463
chr2:47214273-47214540	chr2:47540250-47540463
chr19:45943163-45943490	chr19:45953262-45953678
chr6:53036859-53037076	chr6:53348299-53348382
chr6:53036859-53037076	chr6:53351858-53351933
chr15:31751373-31751610	chr15:31780397-31780546
chr19:5048305-5048678	chr19:5578316-5578496
chr2:131555592-131555820	chr2:131582042-131582382
chr2:99250910-99251133	chr2:99453667-99453923
chr15:51169242-51169420	chr15:51177416-51177715
chr17:79375864-79375954	chr17:79451287-79451558
chr15:77480105-77480709	chr15:77788110-77788356
chr17:4812526-4812616	chr17:4934963-4935218
chr20:4742297-4742542	chr20:4878428-4878512
chr18:13562482-13563053	chr18:13628186-13628672
chr1:235146978-235147112	chr1:235246558-235246857
chr10:6193489-6193806	chr10:6443408-6443712
chr16:85450092-85450367	chr16:85648720-85648939
chr17:47647130-47647802	chr17:47928830-47928921
chr17:47647130-47647802	chr17:47929255-47929264
chr2:219742138-219742379	chr2:219760047-219760178
chr2:219742138-219742379	chr2:219761045-219761550
chr2:219744343-219744437	chr2:219760047-219760178
chr2:219744343-219744437	chr2:219761045-219761550
chr16:84545075-84545257	chr16:84633541-84633938
chr16:84545075-84545257	chr16:84634431-84634711
chr6:136965409-136965459	chr6:137114423-137114806
chr5:137785775-137785891	chr5:137795643-137795861
chr6:11586757-11587121	chr6:11655133-11655345
chr1:54586706-54586840	chr1:54953784-54954325
chr1:160682568-160682866	chr1:160696081-160696317
chr10:6242613-6242903	chr10:6443408-6443712
chr10:6243287-6243821	chr10:6443408-6443712
chr16:87811524-87811882	chr16:87844019-87844295
chr16:87812654-87813065	chr16:87844019-87844295
chr8:102140192-102140420	chr8:102149452-102149813
chr22:30507531-30507567	chr22:30649196-30649657
chr22:30507531-30507567	chr22:30650339-30650644
chr22:30507531-30507567	chr22:30651841-30652045
chr22:30507531-30507567	chr22:30652191-30652351
chr6:13383914-13384048	chr6:13428547-13428865
chr10:61639238-61639777	chr10:61665210-61665415
chr15:60855817-60856094	chr15:60874514-60874871
chrX:13677260-13677535	chrX:13709946-13709989
chr17:72364862-72365214	chr17:72453815-72453911
chr17:38601076-38601487	chr17:38689625-38689996
chr5:39713773-39713912	chr5:40688188-40688473
chr5:39716547-39716931	chr5:40688188-40688473
chr6:143140738-143141058	chr6:143234736-143235083
chr5:95113820-95114121	chr5:95176732-95176977
chr5:95113820-95114121	chr5:95177682-95177989
chr5:95113820-95114121	chr5:95178953-95179190
chr5:95113820-95114121	chr5:95179469-95179934
chr6:167411692-167411848	chr6:167528036-167528309
chr19:36373129-36373360	chr19:36437886-36438022
chr21:34571192-34571326	chr21:34818143-34818502
chr8:130551362-130551920	chr8:130573431-130573829
chrX:129226171-129226435	chrX:129255072-129255259
chr17:33640144-33640597	chr17:33858029-33858405
chr12:12134000-12134396	chr12:12185852-12185959
chr1:15649550-15649749	chr1:15827976-15828116
chr21:45358133-45358224	chr21:45394155-45394780
chr21:45359018-45359208	chr21:45394155-45394780
chr5:139090416-139090834	chr5:139145441-139145496
chr5:139090940-139091124	chr5:139145441-139145496
chr5:139091629-139092020	chr5:139145441-139145496
chr19:46905606-46905628	chr19:46990645-46990746
chr19:46905606-46905628	chr19:46992955-46993234
chr19:46907328-46907649	chr19:46990645-46990746
chr19:46907328-46907649	chr19:46992955-46993234
chr3:182903549-182903677	chr3:183098974-183099227
chr3:182903549-182903677	chr3:183099578-183099755
chr21:45341940-45342414	chr21:45359018-45359208
chr10:6128477-6128873	chr10:6443408-6443712
chr16:57670999-57671200	chr16:57682541-57682687
chr3:170883066-170883220	chr3:171282661-171283015
chr3:170883066-170883220	chr3:171283561-171283795
chr1:212650622-212650921	chr1:212780782-212781279
chr3:128745839-128746109	chr3:128964355-128964687
chr17:76337607-76338208	chr17:76356993-76357093
chr3:50627976-50628161	chr3:50650716-50650897
chr3:50628296-50628501	chr3:50650716-50650897
chr1:7728673-7728970	chr1:7813654-7813829
chr1:7729547-7729971	chr1:7813654-7813829
chr11:2913617-2913951	chr11:2951529-2951649
chr16:29712327-29712432	chr16:29796508-29796713
chr1:101775588-101775858	chr1:101873254-101873661
chr1:101776223-101776281	chr1:101873254-101873661
chr12:8013004-8013217	chr12:8147722-8148111
chr5:139015811-139016118	chr5:139145441-139145496
chr5:139017086-139017541	chr5:139145441-139145496
chr19:925071-925217	chr19:980601-980803
chr3:58163548-58163776	chr3:58202964-58203031
chr5:40388555-40388624	chr5:40688188-40688473
chr6:138027517-138027801	chr6:138265633-138265773
chr10:73595852-73596345	chr10:73655561-73655675
chr1:9687482-9687636	chr1:9765379-9765549
chr19:510583-510951	chr19:532930-533293
chr19:511222-511648	chr19:532930-533293
chr22:37937864-37938255	chr22:37986436-37986718
chr1:55413962-55414227	chr1:55461514-55461717
chr1:55414845-55415038	chr1:55461514-55461717
chr1:55418708-55418921	chr1:55461514-55461717
chr19:35557782-35557965	chr19:35605566-35605978
chr13:100309334-100309540	chr13:100886726-100886738
chr17:38170793-38171091	chr17:38231838-38232188
chr5:151097773-151098033	chr5:151119916-151120243
chr17:39802138-39802335	chr17:39822130-39822941
chr17:39802138-39802335	chr17:39823354-39823685
chr17:39802138-39802335	chr17:39824125-39824441
chr17:39807728-39808143	chr17:39822130-39822941
chr17:39807728-39808143	chr17:39823354-39823685
chr17:39807728-39808143	chr17:39824125-39824441
chr19:36180825-36181220	chr19:36202440-36202452
chr20:48804007-48804349	chr20:49075413-49075504
chrX:12965371-12965491	chrX:12990588-12990700
chr19:5322399-5322569	chr19:5338459-5338816
chr1:66709580-66709765	chr1:66910997-66911424
chr19:6516969-6517178	chr19:6528964-6529120
chr19:6518032-6518368	chr19:6528964-6529120
chr11:123172454-123172607	chr11:123345048-123345386
chr11:123172454-123172607	chr11:123350505-123350682
chr11:123172652-123173022	chr11:123345048-123345386
chr11:123172652-123173022	chr11:123350505-123350682
chr11:123173564-123173848	chr11:123345048-123345386
chr11:123173564-123173848	chr11:123350505-123350682
chr17:39705098-39705383	chr17:39735892-39736012
chr1:111745467-111745610	chr1:111764327-111764759
chr10:6055445-6055662	chr10:6128477-6128873
chr10:6056574-6056729	chr10:6128477-6128873
chr9:116036635-116036980	chr9:116416888-116417271
chr3:121820339-121820854	chr3:122018109-122018547
chr16:85855311-85855450	chr16:86018969-86019433
chr1:156629760-156630406	chr1:156645551-156645913
chr1:156631732-156631960	chr1:156645551-156645913
chr1:156632199-156632473	chr1:156645551-156645913
chr2:28844259-28844848	chr2:28976141-28976573
chr16:85855311-85855450	chr16:86051825-86052475
chr14:105491233-105491512	chr14:105511213-105511346
chr14:105493379-105493756	chr14:105511213-105511346
chr15:85131508-85131753	chr15:85711891-85712151
chr9:134542244-134542409	chr9:134613837-134614689
chr9:134543029-134543401	chr9:134613837-134614689
chr9:134544388-134544718	chr9:134613837-134614689
chr9:134545557-134545955	chr9:134613837-134614689
chr9:134546094-134546583	chr9:134613837-134614689
chr9:134552911-134553181	chr9:134613837-134614689
chr9:134553923-134554245	chr9:134613837-134614689
chr8:103580180-103580591	chr8:103597495-103597662
chr6:36997320-36997527	chr6:37178650-37178811
chr1:241693216-241693255	chr1:241790752-241791037
chr2:60742807-60743148	chr2:60776650-60777166
chr15:67378105-67378547	chr15:67393197-67393867
chr2:227665859-227666449	chr2:227849549-227849707
chr2:227666599-227666819	chr2:227849549-227849707
chr5:43010298-43010802	chr5:43020158-43020617
chr5:43010298-43010802	chr5:43020658-43020829
chr2:11621258-11621798	chr2:11720189-11720409
chr10:63657527-63657737	chr10:64004719-64005076
chr10:112533972-112534336	chr10:112562548-112562691
chr16:81436864-81437191	chr16:81732062-81732263
chr7:25299375-25299555	chr7:25894654-25894946
chr6:82981400-82981707	chr6:83765933-83765959
chr19:11404382-11404791	chr19:11592904-11593323
chr22:46041491-46041960	chr22:46374166-46374684
chr22:46041491-46041960	chr22:46374858-46375446
chr15:52273738-52273979	chr15:52369278-52369628
chr9:37369722-37370108	chr9:37408940-37409704
chr9:37371196-37371387	chr9:37408940-37409704
chr8:57360424-57360919	chr8:57470544-57470680
chr19:41802534-41802970	chr19:41814398-41814719
chr19:41803374-41803837	chr19:41814398-41814719
chr9:27333351-27333416	chr9:27531194-27531505
chr15:70755114-70755202	chr15:70779021-70779387
chr15:70755364-70755766	chr15:70779021-70779387
chr22:20772547-20772776	chr22:20850844-20851071
chr14:54833964-54834357	chr14:55240829-55240954
chr17:56410599-56410851	chr17:56421439-56421596
chr19:5048305-5048678	chr19:5139337-5139604
chr5:137800317-137800564	chr5:137827710-137828119
chr1:160696081-160696317	chr1:160737478-160737714
chr14:77381505-77381598	chr14:77517690-77517970
chr14:77382459-77382705	chr14:77517690-77517970
chr18:67602629-67602968	chr18:67616100-67616494
chr18:60805787-60806310	chr18:60821911-60821964
chr18:60805787-60806310	chr18:60822300-60822488
chr18:60805787-60806310	chr18:60822545-60823046
chr14:100659173-100659604	chr14:100751761-100751840
chr1:160696081-160696317	chr1:160714037-160714549
chr17:65386872-65387224	chr17:65471347-65471548
chr17:65386872-65387224	chr17:65471645-65472025
