chr19:782330-783005	chr19:800594-800755
chr19:35464850-35464996	chr19:35491833-35492367
chr19:35465566-35466115	chr19:35491833-35492367
chr19:35466846-35467008	chr19:35491833-35492367
chr19:38796841-38796867	chr19:38807798-38808031
chr19:39152764-39152958	chr19:39171828-39172087
chr19:39621407-39621638	chr19:39645312-39645609
chr19:40930264-40930817	chr19:40939716-40940068
chr19:40951707-40952008	chr19:40969437-40969789
chr19:41771602-41771660	chr19:41814398-41814719
chr19:42239278-42239383	chr19:42289644-42289819
chr19:42756581-42756634	chr19:42784087-42784212
chr19:42756581-42756634	chr19:42784527-42784991
chr19:42756581-42756634	chr19:42785500-42785936
chr19:42756723-42757090	chr19:42784087-42784212
chr19:42756723-42757090	chr19:42784527-42784991
chr19:42756723-42757090	chr19:42785500-42785936
chr19:42756581-42756634	chr19:42772295-42772768
chr19:42756581-42756634	chr19:42772804-42773312
chr19:42756581-42756634	chr19:42774379-42774759
chr19:42756723-42757090	chr19:42772295-42772768
chr19:42756723-42757090	chr19:42772804-42773312
chr19:42756723-42757090	chr19:42774379-42774759
chr19:42772295-42772768	chr19:42785500-42785936
chr19:42772804-42773312	chr19:42785500-42785936
chr19:42774379-42774759	chr19:42785500-42785936
chr19:44257292-44257551	chr19:44267676-44267996
chr19:45228436-45228775	chr19:45248499-45249479
chr19:45601584-45601804	chr19:45616872-45617353
chr19:45601584-45601804	chr19:45620495-45620703
chr19:45943163-45943490	chr19:45980345-45980732
chr19:47599577-47599849	chr19:47610820-47611121
chr19:47599577-47599849	chr19:47611153-47611400
chr19:47599577-47599849	chr19:47613231-47613789
chr19:47599577-47599849	chr19:47613894-47614902
chr19:47600896-47601033	chr19:47610820-47611121
chr19:47600896-47601033	chr19:47611153-47611400
chr19:47600896-47601033	chr19:47613231-47613789
chr19:47600896-47601033	chr19:47613894-47614902
chr19:47610820-47611121	chr19:47746329-47746738
chr19:47611153-47611400	chr19:47746329-47746738
chr19:47613894-47614902	chr19:47742856-47743228
chr19:47613894-47614902	chr19:47744387-47744529
chr19:47729030-47729228	chr19:47742856-47743228
chr19:47729030-47729228	chr19:47744387-47744529
chr19:47729030-47729228	chr19:47746329-47746738
chr19:47744387-47744529	chr19:47776748-47776969
chr19:47746329-47746738	chr19:47776748-47776969
chr15:40337433-40337595	chr15:40397040-40397227
chr15:40337433-40337595	chr15:40397293-40397725
chr15:44954800-44955080	chr15:45004703-45005017
chr15:45737363-45738279	chr15:45746745-45747578
chr15:45737363-45738279	chr15:45748469-45749175
chr15:52545063-52545254	chr15:52581885-52582216
chr15:52545063-52545254	chr15:52587042-52587046
chr15:65344740-65344762	chr15:65589242-65589632
chr15:65596702-65597188	chr15:65713781-65714189
chr15:70391261-70391735	chr15:70755114-70755202
chr15:70391261-70391735	chr15:70755364-70755766
chr15:70785060-70785587	chr15:70801545-70802091
chr15:71363973-71364162	chr15:71372469-71372708
chr15:71363973-71364162	chr15:71373131-71373408
chr15:71371688-71372044	chr15:71406673-71406868
chr15:71371688-71372044	chr15:71408872-71409066
chr15:71372469-71372708	chr15:71406673-71406868
chr15:71372469-71372708	chr15:71408872-71409066
chr15:71373131-71373408	chr15:71406673-71406868
chr15:71373131-71373408	chr15:71408872-71409066
chr15:71372469-71372708	chr15:71385768-71386181
chr15:71373131-71373408	chr15:71385768-71386181
chr15:71385768-71386181	chr15:71406673-71406868
chr15:71385768-71386181	chr15:71408872-71409066
chr15:71385768-71386181	chr15:71409431-71409745
chr15:74207446-74207874	chr15:74221354-74221537
chr15:74677413-74677899	chr15:74728445-74728784
chr15:74679306-74679684	chr15:74728445-74728784
chr15:74677413-74677899	chr15:74689389-74689592
chr15:74677413-74677899	chr15:74689868-74690209
chr15:74823971-74824076	chr15:74834290-74834419
chr15:75470847-75471095	chr15:75495544-75495835
chr15:93354824-93354998	chr15:93424689-93424786
chr15:93354824-93354998	chr15:93425040-93425223
chr15:93356811-93357105	chr15:93424689-93424786
chr15:93356811-93357105	chr15:93425040-93425223
chr15:93354824-93354998	chr15:93363497-93364154
chr15:93354824-93354998	chr15:93365801-93366193
chr15:93354824-93354998	chr15:93458042-93458417
chr15:93363497-93364154	chr15:93424689-93424786
chr15:93363497-93364154	chr15:93425040-93425223
chr15:93365801-93366193	chr15:93424689-93424786
chr15:93365801-93366193	chr15:93425040-93425223
chr15:93363497-93364154	chr15:93374780-93375598
chr15:93365801-93366193	chr15:93374780-93375598
chr15:96455471-96455904	chr15:96867848-96868085
chr15:96455471-96455904	chr15:96871345-96871608
chr15:96455471-96455904	chr15:96872860-96873000
chr15:96867031-96867104	chr15:96884042-96884481
chr15:96867031-96867104	chr15:96884534-96884884
chr15:96867031-96867104	chr15:96886247-96886633
chr15:96867848-96868085	chr15:96884042-96884481
chr15:96867848-96868085	chr15:96884534-96884884
chr15:96867848-96868085	chr15:96886247-96886633
chr15:96871345-96871608	chr15:96884042-96884481
chr15:96871345-96871608	chr15:96884534-96884884
chr15:96871345-96871608	chr15:96886247-96886633
chr15:96872860-96873000	chr15:96884042-96884481
chr15:96872860-96873000	chr15:96884534-96884884
chr15:96872860-96873000	chr15:96886247-96886633
chr15:96871345-96871608	chr15:96895727-96895870
chr15:96871345-96871608	chr15:96896232-96896529
chr15:96871345-96871608	chr15:96898438-96898666
chr15:96872860-96873000	chr15:96895727-96895870
chr15:96872860-96873000	chr15:96896232-96896529
chr15:96872860-96873000	chr15:96898438-96898666
chr15:99193577-99194531	chr15:99394435-99394579
chr15:99193577-99194531	chr15:99394824-99395158
chr15:99193577-99194531	chr15:99395486-99396002
chr15:99193577-99194531	chr15:99396507-99396665
chr15:99193577-99194531	chr15:99397047-99397167
chr15:99193577-99194531	chr15:99399333-99399603
chr15:99193577-99194531	chr15:99399661-99400083
chr15:99193577-99194531	chr15:99401021-99401241
chr15:99193577-99194531	chr15:99409255-99409515
chr15:99193577-99194531	chr15:99409834-99409977
chr15:99193577-99194531	chr15:99410702-99410893
chr15:99193577-99194531	chr15:99416036-99416369
chr15:99193577-99194531	chr15:99289288-99289563
chr15:99193577-99194531	chr15:99295015-99295222
chr15:99193577-99194531	chr15:99298945-99299364
chr15:99270923-99271213	chr15:99289288-99289563
chr15:99270923-99271213	chr15:99295015-99295222
chr15:99295015-99295222	chr15:99399661-99400083
chr15:99295015-99295222	chr15:99401021-99401241
chr15:99295015-99295222	chr15:99403545-99404056
chr15:99318481-99318879	chr15:99394435-99394579
chr15:99318481-99318879	chr15:99394824-99395158
chr15:99318917-99319236	chr15:99394435-99394579
chr15:99318917-99319236	chr15:99394824-99395158
chr15:99394435-99394579	chr15:99408611-99408985
chr15:99394435-99394579	chr15:99409255-99409515
chr15:99394435-99394579	chr15:99409834-99409977
chr15:99394435-99394579	chr15:99410702-99410893
chr15:99394435-99394579	chr15:99411740-99412504
chr15:99394435-99394579	chr15:99416036-99416369
chr15:99394824-99395158	chr15:99408611-99408985
chr15:99394824-99395158	chr15:99409255-99409515
chr15:99394824-99395158	chr15:99409834-99409977
chr15:99394824-99395158	chr15:99410702-99410893
chr15:99394824-99395158	chr15:99411740-99412504
chr15:99394824-99395158	chr15:99416036-99416369
chr15:99395486-99396002	chr15:99408611-99408985
chr15:99395486-99396002	chr15:99409255-99409515
chr15:99395486-99396002	chr15:99409834-99409977
chr15:99395486-99396002	chr15:99410702-99410893
chr15:99395486-99396002	chr15:99411740-99412504
chr15:99395486-99396002	chr15:99416036-99416369
chr15:99396507-99396665	chr15:99408611-99408985
chr15:99396507-99396665	chr15:99409255-99409515
chr15:99396507-99396665	chr15:99409834-99409977
chr15:99396507-99396665	chr15:99410702-99410893
chr15:99396507-99396665	chr15:99411740-99412504
chr15:99396507-99396665	chr15:99416036-99416369
chr15:99397047-99397167	chr15:99408611-99408985
chr15:99397047-99397167	chr15:99409255-99409515
chr15:99397047-99397167	chr15:99409834-99409977
chr15:99397047-99397167	chr15:99410702-99410893
chr15:99397047-99397167	chr15:99411740-99412504
chr15:99397047-99397167	chr15:99416036-99416369
chr15:99399333-99399603	chr15:99408611-99408985
chr15:99399333-99399603	chr15:99409255-99409515
chr15:99399333-99399603	chr15:99409834-99409977
chr15:99399333-99399603	chr15:99410702-99410893
chr15:99399333-99399603	chr15:99411740-99412504
chr15:99399333-99399603	chr15:99416036-99416369
chr15:99399661-99400083	chr15:99408611-99408985
chr15:99399661-99400083	chr15:99409255-99409515
chr15:99399661-99400083	chr15:99409834-99409977
chr15:99399661-99400083	chr15:99410702-99410893
chr15:99399661-99400083	chr15:99411740-99412504
chr15:99399661-99400083	chr15:99416036-99416369
chr15:99401021-99401241	chr15:99408611-99408985
chr15:99401021-99401241	chr15:99409255-99409515
chr15:99401021-99401241	chr15:99409834-99409977
chr15:99401021-99401241	chr15:99410702-99410893
chr15:99401021-99401241	chr15:99411740-99412504
chr15:99401021-99401241	chr15:99416036-99416369
chr15:99403545-99404056	chr15:99408611-99408985
chr15:99403545-99404056	chr15:99409255-99409515
chr15:99403545-99404056	chr15:99409834-99409977
chr15:99403545-99404056	chr15:99410702-99410893
chr15:99403545-99404056	chr15:99411740-99412504
chr15:99403545-99404056	chr15:99416036-99416369
chr15:99408611-99408985	chr15:99408611-99408985
chr15:99408611-99408985	chr15:99409255-99409515
chr15:99408611-99408985	chr15:99409834-99409977
chr15:99408611-99408985	chr15:99410702-99410893
chr15:99408611-99408985	chr15:99411740-99412504
chr15:99408611-99408985	chr15:99416036-99416369
chr15:99409255-99409515	chr15:99409255-99409515
chr15:99409255-99409515	chr15:99409834-99409977
chr15:99409255-99409515	chr15:99410702-99410893
chr15:99409255-99409515	chr15:99411740-99412504
chr15:99409255-99409515	chr15:99416036-99416369
chr15:99409834-99409977	chr15:99409834-99409977
chr15:99409834-99409977	chr15:99410702-99410893
chr15:99409834-99409977	chr15:99411740-99412504
chr15:99409834-99409977	chr15:99416036-99416369
chr15:99410702-99410893	chr15:99410702-99410893
chr15:99410702-99410893	chr15:99411740-99412504
chr15:99410702-99410893	chr15:99416036-99416369
chr15:99411740-99412504	chr15:99411740-99412504
chr15:99411740-99412504	chr15:99416036-99416369
chr15:99394435-99394579	chr15:99444571-99445210
chr15:99394435-99394579	chr15:99450086-99450215
chr15:99394824-99395158	chr15:99444571-99445210
chr15:99394824-99395158	chr15:99450086-99450215
chr15:99395486-99396002	chr15:99444571-99445210
chr15:99395486-99396002	chr15:99450086-99450215
chr15:99396507-99396665	chr15:99444571-99445210
chr15:99396507-99396665	chr15:99450086-99450215
chr15:99397047-99397167	chr15:99444571-99445210
chr15:99397047-99397167	chr15:99450086-99450215
chr15:99399333-99399603	chr15:99444571-99445210
chr15:99399333-99399603	chr15:99450086-99450215
chr15:99399661-99400083	chr15:99444571-99445210
chr15:99399661-99400083	chr15:99450086-99450215
chr15:99401021-99401241	chr15:99444571-99445210
chr15:99401021-99401241	chr15:99450086-99450215
chr15:99403545-99404056	chr15:99444571-99445210
chr15:99403545-99404056	chr15:99450086-99450215
chr15:99408611-99408985	chr15:99444571-99445210
chr15:99408611-99408985	chr15:99450086-99450215
chr15:99409255-99409515	chr15:99444571-99445210
chr15:99409255-99409515	chr15:99450086-99450215
chr15:99409834-99409977	chr15:99444571-99445210
chr15:99409834-99409977	chr15:99450086-99450215
chr15:99410702-99410893	chr15:99444571-99445210
chr15:99410702-99410893	chr15:99450086-99450215
chr15:99411740-99412504	chr15:99444571-99445210
chr15:99411740-99412504	chr15:99450086-99450215
chr15:99416036-99416369	chr15:99444571-99445210
chr15:99416036-99416369	chr15:99450086-99450215
chr15:101233795-101233911	chr15:101253659-101254026
chr15:101234924-101235169	chr15:101253659-101254026
chr4:3469404-3469760	chr4:3483238-3483365
chr4:3469404-3469760	chr4:3484611-3485071
chr4:3469404-3469760	chr4:3485407-3485559
chr4:6732812-6732932	chr4:6785099-6785509
chr4:6734442-6734743	chr4:6785099-6785509
chr4:39614591-39614990	chr4:39638477-39638619
chr4:75397621-75397842	chr4:75409847-75410209
chr4:75397621-75397842	chr4:75411825-75412170
chr4:75409847-75410209	chr4:75505281-75505609
chr4:75409847-75410209	chr4:75508347-75508621
chr4:75411825-75412170	chr4:75505281-75505609
chr4:75411825-75412170	chr4:75508347-75508621
chr4:75411825-75412170	chr4:75545554-75545864
chr4:75505281-75505609	chr4:75545554-75545864
chr4:75505281-75505609	chr4:75550011-75550323
chr4:75508347-75508621	chr4:75545554-75545864
chr4:75508347-75508621	chr4:75550011-75550323
chr4:75545554-75545864	chr4:75585032-75585282
chr4:75550011-75550323	chr4:75585032-75585282
chr4:105978989-105979207	chr4:106064596-106064807
chr4:105980538-105980953	chr4:106064596-106064807
chr4:105981759-105982082	chr4:106064596-106064807
chr4:140967961-140968185	chr4:141071159-141071540
chr4:140967961-140968185	chr4:141071687-141072625
chr4:141071159-141071540	chr4:141174275-141174653
chr4:141071687-141072625	chr4:141174275-141174653
chr4:141163698-141163887	chr4:141174275-141174653
chr4:143393475-143393485	chr4:143488504-143488630
chr4:143393475-143393485	chr4:143536371-143536723
chr4:143393475-143393485	chr4:143471391-143471615
chr4:185209648-185210113	chr4:185393561-185393895
chr18:3594733-3596177	chr18:3665613-3666165
chr18:3594733-3596177	chr18:3623872-3624258
chr18:3594733-3596177	chr18:3624338-3624601
chr18:3594733-3596177	chr18:3624841-3625119
chr18:3594733-3596177	chr18:3625326-3625427
chr18:13217020-13217525	chr18:13539098-13539457
chr18:13217020-13217525	chr18:13542199-13542509
chr18:13219693-13219734	chr18:13539098-13539457
chr18:13219693-13219734	chr18:13542199-13542509
chr18:13219877-13220140	chr18:13539098-13539457
chr18:13219877-13220140	chr18:13542199-13542509
chr18:13542199-13542509	chr18:13567573-13567990
chr18:32990022-32990156	chr18:33093148-33093751
chr18:46472885-46473143	chr18:46513452-46513832
chr18:46473942-46474323	chr18:46513452-46513832
chr18:46478230-46479206	chr18:46502180-46502412
chr18:46478230-46479206	chr18:46523478-46523814
chr18:46502180-46502412	chr18:46518186-46518409
chr18:46502180-46502412	chr18:46519156-46519437
chr18:46502180-46502412	chr18:46520518-46520924
chr18:46518186-46518409	chr18:46543550-46543788
chr18:46519156-46519437	chr18:46543550-46543788
chr18:74204839-74205357	chr18:74399023-74399139
chr18:74205649-74206020	chr18:74399023-74399139
chr18:74204839-74205357	chr18:74277239-74277430
chr18:74204839-74205357	chr18:74277589-74278024
chr18:74205649-74206020	chr18:74277239-74277430
chr18:74205649-74206020	chr18:74277589-74278024
chr18:74277239-74277430	chr18:74399023-74399139
chrX:12965371-12965491	chrX:12989837-12990050
chrX:12965371-12965491	chrX:12990588-12990700
chrX:12965371-12965491	chrX:12991564-12992257
chrX:12965371-12965491	chrX:12996273-12996492
chrX:12965371-12965491	chrX:12996518-12996966
chrX:12965371-12965491	chrX:12996986-12997135
chrX:12968289-12968795	chrX:12989837-12990050
chrX:12968289-12968795	chrX:12990588-12990700
chrX:12968289-12968795	chrX:12991564-12992257
chrX:12968289-12968795	chrX:12996273-12996492
chrX:12968289-12968795	chrX:12996518-12996966
chrX:12968289-12968795	chrX:12996986-12997135
chrX:12969061-12969258	chrX:12989837-12990050
chrX:12969061-12969258	chrX:12990588-12990700
chrX:12969061-12969258	chrX:12991564-12992257
chrX:12969061-12969258	chrX:12996273-12996492
chrX:12969061-12969258	chrX:12996518-12996966
chrX:12969061-12969258	chrX:12996986-12997135
chrX:12969360-12969905	chrX:12989837-12990050
chrX:12969360-12969905	chrX:12990588-12990700
chrX:12969360-12969905	chrX:12991564-12992257
chrX:12969360-12969905	chrX:12996273-12996492
chrX:12969360-12969905	chrX:12996518-12996966
chrX:12969360-12969905	chrX:12996986-12997135
chrX:12972600-12972806	chrX:12989837-12990050
chrX:12972600-12972806	chrX:12990588-12990700
chrX:12972600-12972806	chrX:12991564-12992257
chrX:12972600-12972806	chrX:12996273-12996492
chrX:12972600-12972806	chrX:12996518-12996966
chrX:12972600-12972806	chrX:12996986-12997135
chrX:12973247-12973307	chrX:12989837-12990050
chrX:12973247-12973307	chrX:12990588-12990700
chrX:12973247-12973307	chrX:12991564-12992257
chrX:12973247-12973307	chrX:12996273-12996492
chrX:12973247-12973307	chrX:12996518-12996966
chrX:12973247-12973307	chrX:12996986-12997135
chrX:12996273-12996492	chrX:13416625-13416882
chrX:12996518-12996966	chrX:13416625-13416882
chrX:12996986-12997135	chrX:13416625-13416882
chrX:12996273-12996492	chrX:13213024-13213026
chrX:12996518-12996966	chrX:13213024-13213026
chrX:12996986-12997135	chrX:13213024-13213026
chrX:12996273-12996492	chrX:13041801-13041932
chrX:12996518-12996966	chrX:13041801-13041932
chrX:12996986-12997135	chrX:13041801-13041932
chrX:12996273-12996492	chrX:13077920-13078128
chrX:12996518-12996966	chrX:13077920-13078128
chrX:12996986-12997135	chrX:13077920-13078128
chrX:12996518-12996966	chrX:13128879-13129151
chrX:12996986-12997135	chrX:13128879-13129151
chrX:23800091-23800377	chrX:23919211-23919551
chrX:39872499-39873023	chrX:39963356-39963613
chrX:39872499-39873023	chrX:39963931-39964200
chrX:39872499-39873023	chrX:39964528-39964690
chrX:39873339-39874259	chrX:39958407-39958722
chrX:39953251-39953461	chrX:39964528-39964690
chrX:39953251-39953461	chrX:39964938-39965503
chrX:39953251-39953461	chrX:39965558-39965902
chrX:39953251-39953461	chrX:39966584-39967157
chrX:39953251-39953461	chrX:39968308-39968728
chrX:39953251-39953461	chrX:39968932-39969265
chrX:39953769-39954197	chrX:39964528-39964690
chrX:39953769-39954197	chrX:39964938-39965503
chrX:39953769-39954197	chrX:39965558-39965902
chrX:39953769-39954197	chrX:39966584-39967157
chrX:39953769-39954197	chrX:39968308-39968728
chrX:39953769-39954197	chrX:39968932-39969265
chrX:39958407-39958722	chrX:39964528-39964690
chrX:39958407-39958722	chrX:39964938-39965503
chrX:39958407-39958722	chrX:39965558-39965902
chrX:39958407-39958722	chrX:39966584-39967157
chrX:39958407-39958722	chrX:39968308-39968728
chrX:39958407-39958722	chrX:39968932-39969265
chrX:39963931-39964200	chrX:40011614-40011816
chrX:39963931-39964200	chrX:40012729-40012965
chrX:39963931-39964200	chrX:40013089-40013254
chrX:39963931-39964200	chrX:40014046-40014813
chrX:39963931-39964200	chrX:40015911-40016135
chrX:39963931-39964200	chrX:40016662-40016910
chrX:39963931-39964200	chrX:40017598-40017727
chrX:39964528-39964690	chrX:40011614-40011816
chrX:39964528-39964690	chrX:40012729-40012965
chrX:39964528-39964690	chrX:40013089-40013254
chrX:39964528-39964690	chrX:40014046-40014813
chrX:39964528-39964690	chrX:40015911-40016135
chrX:39964528-39964690	chrX:40016662-40016910
chrX:39964528-39964690	chrX:40017598-40017727
chrX:39964938-39965503	chrX:40011614-40011816
chrX:39964938-39965503	chrX:40012729-40012965
chrX:39964938-39965503	chrX:40013089-40013254
chrX:39964938-39965503	chrX:40014046-40014813
chrX:39964938-39965503	chrX:40015911-40016135
chrX:39964938-39965503	chrX:40016662-40016910
chrX:39964938-39965503	chrX:40017598-40017727
chrX:39964528-39964690	chrX:40034377-40034649
chrX:39964528-39964690	chrX:40034694-40035505
chrX:39968308-39968728	chrX:40012729-40012965
chrX:39968308-39968728	chrX:40013089-40013254
chrX:39968308-39968728	chrX:40032962-40033837
chrX:40012729-40012965	chrX:40028554-40028949
chrX:40013089-40013254	chrX:40028554-40028949
chrX:130698816-130699203	chrX:130722581-130722843
chrX:130698816-130699203	chrX:130722857-130723460
chrX:130706744-130706880	chrX:130722065-130722519
chrX:130706744-130706880	chrX:130722581-130722843
chrX:153084450-153084610	chrX:153144826-153145116
chrX:153239828-153239923	chrX:153265554-153265740
chr10:975785-976368	chr10:1100843-1101035
chr10:5504427-5504665	chr10:5587810-5588190
chr10:5504427-5504665	chr10:5588881-5589169
chr10:5504427-5504665	chr10:5590010-5590295
chr10:5504427-5504665	chr10:5590507-5590769
chr10:5504427-5504665	chr10:5590959-5591270
chr10:5504427-5504665	chr10:5593718-5593999
chr10:5504427-5504665	chr10:5596279-5596669
chr10:5528772-5529321	chr10:5587810-5588190
chr10:5528772-5529321	chr10:5588881-5589169
chr10:5528772-5529321	chr10:5590010-5590295
chr10:5528772-5529321	chr10:5590507-5590769
chr10:5528772-5529321	chr10:5590959-5591270
chr10:5528772-5529321	chr10:5593718-5593999
chr10:5528772-5529321	chr10:5596279-5596669
chr10:5530637-5531333	chr10:5587810-5588190
chr10:5530637-5531333	chr10:5588881-5589169
chr10:5530637-5531333	chr10:5590010-5590295
chr10:5530637-5531333	chr10:5590507-5590769
chr10:5530637-5531333	chr10:5590959-5591270
chr10:5530637-5531333	chr10:5593718-5593999
chr10:5530637-5531333	chr10:5596279-5596669
chr10:5535635-5536039	chr10:5587810-5588190
chr10:5535635-5536039	chr10:5588881-5589169
chr10:5535635-5536039	chr10:5590010-5590295
chr10:5535635-5536039	chr10:5590507-5590769
chr10:5535635-5536039	chr10:5590959-5591270
chr10:5535635-5536039	chr10:5593718-5593999
chr10:5535635-5536039	chr10:5596279-5596669
chr10:5587810-5588190	chr10:5638863-5639270
chr10:5588881-5589169	chr10:5638863-5639270
chr10:5590010-5590295	chr10:5638863-5639270
chr10:5590507-5590769	chr10:5638863-5639270
chr10:5593718-5593999	chr10:5607602-5608000
chr10:5596279-5596669	chr10:5607602-5608000
chr10:6206285-6206560	chr10:6242613-6242903
chr10:6206285-6206560	chr10:6243287-6243821
chr10:6206285-6206560	chr10:6245814-6246792
chr10:6242613-6242903	chr10:6339022-6339139
chr10:6242613-6242903	chr10:6340083-6340359
chr10:6243287-6243821	chr10:6339022-6339139
chr10:6243287-6243821	chr10:6340083-6340359
chr10:6245814-6246792	chr10:6339022-6339139
chr10:6245814-6246792	chr10:6340083-6340359
chr10:6242613-6242903	chr10:6443408-6443712
chr10:6243287-6243821	chr10:6443408-6443712
